id,match_type,similarity,similarity_offset,vec_sim,hybrid_sim,levenshtein,stoilos,fuzzy_score,metriclcs,tfidf_cosine,dice,monge_elkan,parent_overlap,children_overlap,avg_context_overlap,prefix_overlap,suffix_overlap,context_string_overlap,context_string_overlap_offset,has_parents,has_children,depth_difference,class
CONFOF-Member_PC-IASTED-IASTED_member,Type1,0.7265,0.0508,0.5,0.5,0.2308,0.7265,0,0.4615,0.5,0.4444,0.5401,0.2067,0,0.2586,0.0,0.0,0.2067,0,both,none,0.0,N
CONFOF-Administrative_event-IASTED-Dinner_banquet,Type1,0.4067,0.1069,0.4067,0.4067,0.3,0,0.1034,0.35,0,0,0.3583,0.2166,0,0.0722,0.0,0.07142857142857142,0.1811,0.1112,both,one,0.33333333333333337,N
CONFOF-Company-IASTED-Sponsor_company_house,Type1,0.7692,0.5843,0.4143,0.4143,0.3333,0.7692,0,0.3333,0.6657,0.4167,0.669,0.1669,0,0.2279,0.0,0.0,0.1669,0.0669,both,none,0.0,N
CONFOF-City-IASTED-City,Type1,1,0.1667,1,1,1,1,1,1,1,1,1,0,0,0,1.0,1.0,0,0,none,one,0.5,Y
CONFOF-Tutorial-IASTED-Tutorial,Type1,1,0.0913,1,1,1,1,1,1,1,1,1,0.1211,0,0.1905,1.0,1.0,0.1211,0.1086,both,none,0.0,Y
CONFOF-Student-IASTED-Student_lecturer,Type1,0.8909,0.459,0.7159,0.7159,0.4375,0.8909,0.413,0.4375,0.7071,0.5263,0.8018,0.1988,0,0.1436,1.0,0.0,0.1988,-0.0272,both,none,0.0,N
CONFOF-Registration_of_participants_event-IASTED-Record_of_attendance,Type1,0.4418,-0.0391,0.1918,0.4418,0.3529,0.1,0.05,0.3529,0.2712,0.08,0.5766,0.1434,0,0.2294,0.1,0.0,0.1434,-0.0488,both,none,0.0,N
CONFOF-Conference-IASTED-Conference_hotel,Type1,0.94,0,0.6073,0.6073,0.625,0.94,0.6087,0.625,0.6388,0.7273,0.7746,0.1951,0,0.155,1.0,0.0,0.1951,0.1313,both,none,0.0,N
CONFOF-Member-IASTED-IASTED_member,Type1,0.8333,0.0476,0.5,0.5,0.4615,0.8333,0,0.4615,0.7071,0.5333,0.7638,0.3106,0,0.1711,0.0,1.0,0.3106,0,both,none,0.0,N
CONFOF-Social_event-IASTED-Social_program,Type1,0.7139,0.3073,0.6637,0.6637,0.5,0.7139,0.475,0.5,0.6574,0.4545,0.5401,0.257,0.8516,0.4322,0.5833333333333334,0.0,0.5694,0.3894,both,both,0.08333333333333337,N
CONFOF-Chair_PC-IASTED-Session_chair,Type1,0.6686,0.3537,0.5693,0.5693,0.1538,0.6686,0,0.3846,0.5961,0.3529,0.6708,0.2067,0,0.2356,0.0,0.0,0.2067,0.1758,both,none,0.0,N
CONFOF-Scholar-IASTED-Lecturer,Type1,0.6102,0.1127,0.6102,0.6102,0.25,0,0.0455,0.25,0,0,0.1429,0.0983,0,0.1639,0.0,0.14285714285714285,0.2043,0.0898,both,one,0.16666666666666663,N
CONFOF-Person-IASTED-Person,Type1,1,0.6465,1,1,1,1,1,1,1,1,1,0,0.4072,0.1357,1.0,1.0,0.22,0.0163,none,both,0.0,Y
CONFOF-Reviewing_event-IASTED-Review,Type2,0.88,0.0983,0.3457,0.3457,0.4,0.88,0.3721,0.4,0,0.4706,0.866,0.1434,0,0.2294,1.0,0.0,0.1434,0.0043,both,none,0.0,N
CONFOF-Registration_of_participants_event-IASTED-Registration,Type2,0.8674,0.0809,0.3569,0.3569,0.3529,0.8674,0.34,0.3529,0.5628,0.4762,0.6907,0.257,0,0.1779,1.0,0.0,0.257,0.0858,both,none,0.0,N
CONFOF-Conference-IASTED-Conference_days,Type2,0.95,0,0.536,0.536,0.6667,0.95,0.6512,0.6667,0.4334,0.7619,0.7071,0.189,0,0.1194,1.0,0.0,0.259,0.0704,both,one,0.33333333333333337,N
CONFOF-Student-IASTED-Student_registration_fee,Type3,0.8448,-0.0461,0.4128,0.4128,0.2917,0.8448,0.2714,0.2917,0.7174,0.3704,0.7346,0.1752,0,0.1443,1.0,0.0,0.1752,-0.0236,both,none,0.0,N
CONFOF-Trip-IASTED-Trip_city,Type3,0.9,-0.0182,0.5458,0.5458,0.4444,0.9,0.4,0.4444,0.7555,0.4444,0.7906,0.1755,0,0.144,1.0,0.0,0.1755,0.0599,both,none,0.0,N
CONFOF-Contribution-IASTED-Item,Type4,0.2244,-0.1413,0.1219,0.1219,0.1667,0,0.0588,0.1667,0,0,0.25,0,0.4488,0.1496,0.0,0.0,0.2141,-0.0447,none,both,0.16666666666666669,N
CONFOF-Science_Worker-IASTED-Sponsor,Type4,0.5,0,0.1042,0.1042,0.2857,0.05,0.025,0.2857,0,0,0.2817,1,0,0.4369,0.14285714285714285,0.14285714285714285,1,0.7856,both,none,0.0,N
CONFOF-Author-IASTED-Sponsor,Type4,0.5,0,0.1615,0.1615,0.2857,0,0,0.2857,0,0,0.3333,1,0,0.4369,0.0,0.3333333333333333,1,0.7856,both,none,0.0,N
CONFOF-Regular-IASTED-Sponsor,Type4,0.2076,0,0.0618,0.0618,0.1429,0,0,0.1429,0,0,0.1429,0.4151,0,0.2657,0.0,0.14285714285714285,0.4151,0.2107,both,none,0.0,N
CONFOF-Reception-IASTED-Dinner_banquet,Type4,0.4633,0.1603,0.4633,0.4633,0.1429,0,0,0.2143,0,0,0.2409,0.6637,0,0.2212,0.0,0.0,0.6637,0.4309,both,none,0.0,N
CONFOF-Organization-IASTED-Building,Type4,0.2583,0.0083,0.1669,0.1669,0.1667,0,0,0.25,0,0,0.1875,0,0.5167,0.1722,0.0,0.0,0.2634,-0.0771,one,both,0.16666666666666663,N
CONFOF-Administrator-IASTED-Sponsor,Type4,0.5,0,0.1282,0.1282,0.3077,0,0.027,0.3077,0,0,0.2857,1,0,0.4369,0.0,0.2857142857142857,1,0.7856,both,none,0.0,N
CONFOF-Participant-IASTED-Delegate,Type4,0.75,0.25,0.3106,0.3106,0.0909,0,0,0.1818,0,0,0.1875,1,0.5,0.5904,0.0,0.0,0.3544,-0.081,both,both,0.0,N
CONFOF-Working_event-IASTED-Lecture,Type4,0.6285,0.1865,0.1211,0.1211,0.0769,0,0,0.1538,0,0,0.1852,0.257,1,0.6402,0.0,0.0,0.5875,0.1953,both,both,0.08333333333333337,N
CONFOF-Volunteer-IASTED-Sponsor,Type4,0.5,0,0.2711,0.2711,0.2222,0,0,0.3333,0,0,0.1429,1,0,0.4369,0.0,0.14285714285714285,1,0.7856,both,none,0.0,N
CONFOF-Trip-IASTED-Dinner_banquet,Type4,0.3318,0.1072,0.2846,0.2846,0.0714,0,0,0.0714,0,0,0.25,0.6637,0,0.2212,0.0,0.0,0.6637,0.4309,both,none,0.0,N
CONFOF-Assistant-IASTED-Sponsor,Type4,0.5,0,0.0931,0.0931,0.1111,0,0.04,0.2222,0,0,0.1429,1,0,0.4369,0.0,0.0,1,0.7856,both,none,0.0,N
CONFOF-Event-IASTED-Conference_activity,Type4,0.3318,0.1152,0.257,0.257,0.2105,0,0,0.2105,0,0,0.3464,0,0.6637,0.2212,0.0,0.0,0.237,-0.0407,one,both,0.3333333333333333,N
CONFOF-Member_PC-IASTED-Sponsor,Type4,0.5,0,0.1677,0.1677,0,0,0,0.1111,0,0,0.4082,1,0,0.4369,0.0,0.0,1,0.7856,both,none,0.0,N
CONFOF-Administrative_event-IASTED-Deadline,Type4,0.3936,0.0102,0.0825,0.0825,0.15,0,0.0345,0.25,0,0,0.3283,0.2053,0.582,0.3608,0.0,0.0,0.4404,0.1166,both,both,0.0,N
CONFOF-Student-IASTED-Sponsor,Type4,0.2076,0,0.0418,0.0418,0.1429,0.05,0.0526,0.2857,0,0,0.1429,0.4151,0,0.2657,0.14285714285714285,0.0,0.4151,0.2107,both,none,0.0,N
CONFOF-Member-IASTED-Sponsor,Type4,0.3096,-0.0726,0.3096,0.3096,0.1429,0,0,0.1429,0,0,0.1667,0.4151,0,0.2067,0.0,0.16666666666666666,0.4151,0.2107,both,none,0.0,N
CONFOF-Chair_PC-IASTED-Sponsor,Type4,0.5,0,0.1396,0.1396,0,0,0,0.125,0,0,0.4183,1,0,0.4369,0.0,0.0,1,0.7856,both,none,0.0,N
CONFOF-Scholar-IASTED-Sponsor,Type4,0.5,0,0.027,0.027,0.2857,0.05,0.0526,0.4286,0,0,0.1429,1,0,0.4369,0.14285714285714285,0.14285714285714285,1,0.7856,both,none,0.0,N
CONFOF-Person-IASTED-Speaker,Type4,0.5,0.1508,0.2118,0.2118,0.2857,0,0.0526,0.4286,0,0,0.3333,0,1,0.3681,0.0,0.0,0.3108,-0.1147,one,both,0.25,N
CONFOF-Author-SIGKDD-Author,Type1,1,0.1105,1,1,1,1,1,1,1,1,1,0.2118,0,0.1667,1.0,1.0,0.1188,0.0205,both,one,0.25,Y
CONFOF-Participant-SIGKDD-Person,Type1,0.4151,0.0669,0.4151,0.4151,0.2727,0.05,0.0323,0.2727,0,0,0.1667,0,0.3234,0.1485,0.16666666666666666,0.0,0.2471,0.2471,one,both,0.16666666666666663,N
CONFOF-Banquet-SIGKDD-Conference,Type1,0.4193,0.031,0.4193,0.4193,0.2,0,0,0.2,0,0,0.1429,0,0,0,0.0,0.0,0,-0.1869,one,none,0.0,N
CONFOF-Paper-SIGKDD-Paper,Type1,1,0.5512,1,1,1,1,1,1,1,1,1,0.061,0,0.0902,1.0,1.0,0.061,0.0169,both,none,0.0,Y
CONFOF-Submission_event-SIGKDD-Deadline_Abstract_Submission,Type1,0.6296,-0.0459,0.4852,0.4852,0.1429,0.6296,0,0.3571,0.5751,0.4,0.5292,0.0825,0,0.082,0.0,0.0,0.0825,0,both,none,0.0,N
CONFOF-Member_PC-SIGKDD-Organizing_Committee_member,Type1,0.5794,-0.0215,0.5229,0.5229,0.1111,0.5794,0,0.2222,0.3874,0.25,0.6455,0,0,0.1897,0.0,0.0,0,0,both,none,0.0,N
CONFOF-Student-SIGKDD-Registration_Student,Type1,0.7692,0.0505,0.5419,0.5419,0.35,0.7692,0,0.35,0.7393,0.4348,0.8018,0.1752,0,0.1788,0.0,1.0,0.1752,0.1752,both,none,0.0,N
CONFOF-Conference-SIGKDD-Conference,Type1,1,0.05,1,1,1,1,1,1,1,1,1,0,0,0,1.0,1.0,0,-0.1886,one,none,0.0,Y
CONFOF-Short_paper-SIGKDD-Paper,Type1,0.8333,0.3864,0.5677,0.5677,0.4545,0.8333,0.4194,0.4545,0.6292,0.5,0.7746,0.061,0,0.1138,0.0,1.0,0.061,0.0171,both,none,0.0,N
CONFOF-Member-SIGKDD-Organizing_Committee_member,Type1,0.6935,-0.0207,0.5229,0.5229,0.2222,0.6935,0,0.2222,0.5478,0.2759,0.6872,0,0,0.0788,0.0,1.0,0,0,both,none,0.0,N
CONFOF-Chair_PC-SIGKDD-General_Chair,Type1,0.6686,0,0.569,0.569,0.1538,0.6686,0,0.3846,0.4935,0.3529,0.6708,0,0,0.1743,0.0,0.0,0,0,both,none,0.0,N
CONFOF-Scholar-SIGKDD-Author,Type1,0.4632,-0.0368,0.4632,0.4632,0.2857,0,0.0526,0.4286,0,0,0.3333,0.2118,0,0.1667,0.0,0.16666666666666666,0.1188,-0.2169,both,one,0.25,N
CONFOF-Person-SIGKDD-Person,Type1,1,0.6465,1,1,1,1,1,1,1,1,1,0,0.3013,0.1004,1.0,1.0,0.2152,0.0269,none,both,0.0,Y
CONFOF-Organization-SIGKDD-Organizator,Type2,0.9047,0.2131,0,0,0.8333,0.9047,0.7647,0.8333,0,0.7368,0.8636,0,0.174,0.058,0.8181818181818182,0.0,0.1505,-0.0463,one,both,0.16666666666666663,N
CONFOF-Reviewing_event-SIGKDD-Review,Type2,0.88,0.4973,0.3457,0.3457,0.4,0.88,0.3721,0.4,0,0.4706,0.866,0.1434,0,0.0806,1.0,0.0,0.1434,0.0029,both,none,0.0,N
CONFOF-Contribution-SIGKDD-Document,Type4,0.5,0.2789,0.061,0.061,0.1667,0,0,0.25,0,0,0.25,0,1,0.3333,0.0,0.0,0.5957,0.327,none,both,0.0,N
CONFOF-Science_Worker-SIGKDD-Listener,Type4,0.5,0,0.1228,0.1228,0.2857,0,0,0.3571,0,0,0.3511,1,0,0.4338,0.0,0.25,1,0.6643,both,none,0.0,N
CONFOF-Author-SIGKDD-Listener,Type4,0.5,0,0.1231,0.1231,0.25,0,0,0.25,0,0,0.1667,1,0,0.4338,0.0,0.16666666666666666,1,0.6643,both,none,0.0,N
CONFOF-Regular-SIGKDD-Listener,Type4,0.2076,0,0.1088,0.1088,0.125,0,0.0455,0.25,0,0,0.1429,0.4151,0,0.2462,0.0,0.14285714285714285,0.4151,0.14,both,none,0.0,N
CONFOF-Administrator-SIGKDD-Listener,Type4,0.5,0,0.0877,0.0877,0.3077,0.3939,0,0.3077,0,0.1176,0.375,1,0,0.4338,0.0,0.125,1,0.6643,both,none,0.0,N
CONFOF-Participant-SIGKDD-Organizator,Type4,0.7615,0.1173,0,0,0.1818,0,0,0.3636,0,0,0.1818,1,0.5229,0.6054,0.0,0.0,0.4737,0.0428,both,both,0.0,N
CONFOF-Working_event-SIGKDD-Place,Type4,0.2872,0.0441,0.1886,0.1886,0.0769,0,0,0.0769,0,0,0.1414,0,0.5744,0.1915,0.0,0.0,0.3604,0.1511,one,both,0.16666666666666663,N
CONFOF-Volunteer-SIGKDD-Listener,Type4,0.5,0,0.161,0.161,0.4444,0,0.04,0.5556,0,0,0.4375,1,0,0.4338,0.0,0.25,1,0.6643,both,none,0.0,N
CONFOF-Assistant-SIGKDD-Listener,Type4,0.5,0,0.0262,0.0262,0.3333,0.4572,0,0.4444,0,0.1538,0.375,1,0,0.4338,0.0,0.0,1,0.6643,both,none,0.0,N
CONFOF-Member_PC-SIGKDD-Listener,Type4,0.5,0,0.0836,0.0836,0.1111,0,0,0.3333,0,0,0.2357,1,0,0.4338,0.0,0.0,1,0.6643,both,none,0.0,N
CONFOF-Administrative_event-SIGKDD-Author,Type4,0.2599,-0.2651,0.0125,0.0125,0.1,0.05,0.0172,0.15,0,0,0.2372,0.1802,0.3396,0.2458,0.16666666666666666,0.0,0.211,0.0066,both,both,0.08333333333333337,N
CONFOF-Student-SIGKDD-Listener,Type4,0.2076,0,0.2026,0.2026,0.25,0,0,0.5,0,0,0.4286,0.4151,0,0.2462,0.0,0.0,0.4151,0.14,both,none,0.0,N
CONFOF-Member-SIGKDD-Listener,Type4,0.2076,-0.1159,0.085,0.085,0.25,0,0,0.375,0,0,0.3333,0.4151,0,0.1932,0.0,0.3333333333333333,0.4151,0.14,both,none,0.0,N
CONFOF-Social_event-SIGKDD-Speaker,Type4,0.2282,0.034,0.1222,0.1222,0.25,0.05,0.0294,0.25,0,0,0.1915,0.1704,0.286,0.1751,0.14285714285714285,0.0,0.1941,-0.0847,both,both,0.0,N
CONFOF-Chair_PC-SIGKDD-Listener,Type4,0.5,0,0.0933,0.0933,0,0,0,0.25,0,0,0.1414,1,0,0.4338,0.0,0.0,1,0.6643,both,none,0.0,N
CONFOF-Scholar-SIGKDD-Listener,Type4,0.5,0,0.1182,0.1182,0.125,0,0.0455,0.25,0,0,0.1429,1,0,0.4338,0.0,0.14285714285714285,1,0.6643,both,none,0.0,N
CONFOF-Person-SIGKDD-Speaker,Type4,0.5,0.2155,0.2118,0.2118,0.2857,0,0.0526,0.4286,0,0,0.3333,0,1,0.3529,0.0,0.0,0.3263,-0.2245,one,both,0.16666666666666663,N
EDAS-ConferenceSession-EKAW-Conference_Session,Type1,1,0.2748,1,1,1,1,1,1,0.9714,1,1,0,0,0,1.0,1.0,0,0,one,one,0.19999999999999996,N
EDAS-AcceptRating-EKAW-Accepted_Paper,Type1,0.6957,0.371,0.4039,0.4039,0.5,0.6957,0.4,0.5714,0,0.3478,0.6,0.2518,0,0.2196,0.46153846153846156,0.0,0.2518,-0.362,both,none,0.0,N
EDAS-GovernmentOrganization-EKAW-Organisation,Type1,0.798,0.4322,0,0.4583,0.4783,0.798,0.1791,0.4783,0,0.4516,0.6236,0,0,0,0.0,0.4166666666666667,0.219,0.0196,one,one,0.5,N
EDAS-ConferenceVenuePlace-EKAW-Conference_Banquet,Type1,0.7455,-0.0476,0.4516,0.4516,0.5909,0.7455,0.4844,0.6364,0.201,0.5,0.6892,0.1869,0,0.1675,0.6111111111111112,0.0,0.1869,0,both,none,0.0,N
EDAS-Reviewer-EKAW-Possible_Reviewer,Type1,0.8333,-0.1238,0.5,0.5,0.4706,0.8333,0,0.4706,0.7071,0.5714,0.75,0,0,0,0.0,1.0,0,0,one,one,0.5,N
EDAS-TextualReviewQuestion-EKAW-Negative_Review,Type1,0.4568,-0.1471,0.4462,0.4462,0.3478,0.4568,0.0149,0.3913,0.2348,0.2941,0.5433,0.6106,0,0.3595,0.0,0.0,0.6106,0,both,none,0.0,N
EDAS-NonAcademicEvent-EKAW-Scientific_Event,Type1,0.5625,0.0224,0.5321,0.5321,0.4444,0.5625,0,0.5556,0.2413,0.4138,0.6498,0.6795,0.2969,0.5462,0.0,0.5,0.7127,-0.0019,both,both,0.16666666666666663,N
EDAS-CryptographyTopic-EKAW-Research_Topic,Type1,0.5971,0.3115,0.5971,0.5971,0.5,0.4392,0.0192,0.5,0.2021,0.2857,0.6481,0,0,0,0.0,0.42857142857142855,0,-0.1683,one,none,0.0,N
EDAS-ConferenceDinner-EKAW-Conference_Banquet,Type1,0.8516,0.0603,0.8516,0.8516,0.7222,0.7913,0.5962,0.7222,0.2315,0.5806,0.6428,0.559,0,0.1863,0.6470588235294118,0.0,0.559,0.3327,both,none,0.0,Y
EDAS-SingleLevelConference-EKAW-Conference_Participant,Type1,0.5872,-0.0906,0.4029,0.4029,0.1304,0.5872,0.4179,0.4348,0.2292,0.3902,0.5155,0,0,0,0.0,0.0,0,0,one,one,0.33333333333333337,N
EDAS-RatedPapers-EKAW-Evaluated_Paper,Type1,0.8189,0.069,0.4491,0.4491,0.6,0.8189,0.0233,0.6667,0,0.6957,0.9,0.6063,0,0.2021,0.0,0.0,0.5687,-0.1688,both,one,0.16666666666666663,N
EDAS-ReviewForm-EKAW-Neutral_Review,Type1,0.6398,0.0172,0.574,0.574,0.1429,0.6398,0,0.4286,0.2813,0.381,0.625,0,0,0,0.0,0.0,0,0,one,none,0.0,N
EDAS-ComputerArchitectureTopic-EKAW-Research_Topic,Type1,0.6275,0.3423,0.4519,0.4519,0.4074,0.6275,0.0253,0.4074,0.1818,0.3243,0.6708,0,0,0,0.0,0.42857142857142855,0,-0.2147,one,none,0.0,N
EDAS-PersonalReviewHistory-EKAW-Negative_Review,Type1,0.4568,-0.0329,0.4238,0.4238,0.3478,0.4568,0.0299,0.3913,0.2655,0.2941,0.527,0.0541,0,0.0699,0.0,0.0,0.0541,0,both,none,0.0,N
EDAS-SessionChair-EKAW-Session_Chair,Type1,1,0.2748,1,1,1,1,1,1,0.9981,1,1,0.2228,0,0.3016,1.0,1.0,0.2159,0,both,none,0.0,Y
EDAS-Review-EKAW-Review,Type1,1,0.1842,1,1,1,1,1,1,1,1,1,1,0,0.6667,1.0,1.0,0.2712,-0.0002,both,one,0.33333333333333337,Y
EDAS-Person-EKAW-Person,Type1,1,0.6634,1,1,1,1,1,1,1,1,1,0,0.6448,0.2149,1.0,1.0,0.4083,0.2479,none,both,0.0,Y
EDAS-Workshop-EKAW-Workshop,Type1,1,0.0913,1,1,1,1,1,1,1,1,1,0.7202,0,0.4255,1.0,1.0,0.7202,0.5143,both,none,0.0,Y
EDAS-ReviewQuestion-EKAW-Review,Type1,0.88,0.2995,0.6106,0.6106,0.4,0.88,0.3721,0.4,0.6053,0.4706,0.7638,0,0.4678,0.1559,1.0,0.0,0.5339,0.1101,one,both,0.16666666666666663,N
EDAS-CommunicationsTopic-EKAW-Research_Topic,Type1,0.5981,0.3124,0.5981,0.5981,0.35,0.42,0,0.35,0.2785,0.2667,0.6481,0,0,0,0.0,0.42857142857142855,0,-0.1683,one,none,0.0,N
EDAS-Document-EKAW-Document,Type1,1,0.5512,1,1,1,1,1,1,1,1,1,0,1,0.3333,1.0,1.0,0.3958,-0.1854,none,both,0.0,Y
EDAS-SignalProcessingTopic-EKAW-Research_Topic,Type1,0.4165,0.1544,0.4165,0.4165,0.3913,0.4037,0.0746,0.4348,0.1455,0.2424,0.5496,0,0,0,0.0,0.42857142857142855,0,-0.2147,one,none,0.0,N
EDAS-AcademicEvent-EKAW-Scientific_Event,Type1,0.8398,0.114,0.7202,0.7202,0.5625,0.6132,0,0.625,0.3364,0.48,0.7071,0.6795,1,0.7243,0.0,0.5714285714285714,0.6949,0.5201,both,both,0.0,Y
EDAS-WirelessCommunicationsTopic-EKAW-Research_Topic,Type1,0.4484,0.1863,0.4484,0.4484,0.3448,0.3669,0.0588,0.3448,0.1675,0.2051,0.5863,0,0,0,0.0,0.42857142857142855,0,-0.2147,one,none,0.0,N
EDAS-AntennasTopic-EKAW-Research_Topic,Type1,0.5831,0.2974,0.5831,0.5831,0.5,0.491,0,0.5714,0.2021,0.3333,0.6,0,0,0,0.0,0.42857142857142855,0,-0.1683,one,none,0.0,N
EDAS-SocialEvent-EKAW-Social_Event,Type1,1,0.4072,1,1,1,1,1,1,0.9935,1,1,0.3993,0.4086,0.436,1.0,1.0,0.584,0.1798,both,both,0.08333333333333337,Y
EDAS-AcceptedPaper-EKAW-Accepted_Paper,Type1,1,0.2139,1,1,1,1,1,1,0.9907,1,1,0.5175,0,0.5058,1.0,1.0,0.5175,0,both,none,0.0,Y
EDAS-Author-EKAW-Paper_Author,Type1,0.9333,0.6512,0.6171,0.6171,0.5,0.8529,0,0.5,0.9333,0.5714,0.7746,0,0,0,0.0,1.0,0.1345,-0.1065,one,one,0.5,Y
EDAS-Organization-EKAW-Organisation,Type1,0.9698,0.6039,0,0.9167,0.9167,0.9698,0.4706,0.9167,0,0.7,0.8333,0,0.4467,0.1489,0.5,0.4166666666666667,0.3609,0.2282,none,both,0.0,Y
EDAS-ComputerNetworksTopic-EKAW-Research_Topic,Type1,0.4551,0.1765,0.4551,0.4551,0.3913,0.4037,0.0448,0.3913,0.2695,0.2424,0.5657,0,0,0,0.0,0.42857142857142855,0,-0.115,one,one,0.33333333333333337,N
EDAS-Attendee-EKAW-Conference_Participant,Type1,0.5,0.1221,0.4072,0.4072,0.1364,0,0,0.1364,0,0,0.2339,1,0,0.4786,0.0,0.0,0.16,-0.0301,both,one,0.33333333333333337,Y
EDAS-RadioCommunicationsTopic-EKAW-Research_Topic,Type1,0.4462,0.182,0.4462,0.4462,0.3077,0.42,0.0132,0.3462,0.1675,0.2222,0.5657,0,0,0,0.07142857142857142,0.42857142857142855,0,-0.1683,one,none,0.0,N
EDAS-NumericalReviewQuestion-EKAW-Neutral_Review,Type1,0.6128,0.138,0.4678,0.4678,0.44,0.6128,0.0548,0.48,0.2348,0.4,0.5579,0.6106,0,0.3523,0.07142857142857142,0.0,0.6106,0,both,none,0.0,N
EDAS-PendingPaper-EKAW-Submitted_Paper,Type1,0.6421,0.0185,0.6421,0.6421,0.4667,0.4929,0,0.5333,0.1734,0.3333,0.6519,1,0,0.5418,0.0,0.46153846153846156,0.6802,-0.3198,both,one,0.5,N
EDAS-WithdrawnPaper-EKAW-Rejected_Paper,Type1,0.756,0.0276,0.756,0.756,0.4,0.4759,0.0465,0.5333,0.1734,0.32,0.6,0.5175,0,0.5058,0.0,0.42857142857142855,0.5175,0,both,none,0.0,N
EDAS-TalkEvent-EKAW-Invited_Talk,Type1,0.6274,0.0123,0.6274,0.6274,0.0833,0.511,0,0.3333,0.5629,0.2222,0.625,0.2932,0,0.2193,0.0,0.0,0.2005,-0.1176,both,one,0.25,N
EDAS-TestOnlyTopic-EKAW-Research_Topic,Type1,0.491,0.229,0.4185,0.4185,0.5333,0.491,0,0.5333,0.1455,0.32,0.6614,0,0,0,0.0,0.42857142857142855,0,-0.2147,one,none,0.0,N
EDAS-RejectRating-EKAW-Rejected_Paper,Type1,0.6957,0.371,0.4069,0.4069,0.5,0.6957,0.4,0.5714,0,0.3478,0.6,0.2518,0,0.2186,0.46153846153846156,0.0,0.2518,-0.362,both,none,0.0,N
EDAS-CADTopic-EKAW-Research_Topic,Type1,0.6104,0.3248,0.5831,0.5831,0.5,0.6104,0,0.5,0.2021,0.4211,0.6667,0,0,0,0.0,0.6666666666666666,0,-0.1683,one,none,0.0,N
EDAS-OrganizationalMeeting-EKAW-Conference_Session,Type1,0.556,0.0329,0.556,0.556,0.2273,0.2224,0,0.3182,0,0.0556,0.3214,0.2059,0,0.3104,0.0,0.0,0.2862,0.0803,both,one,0.19999999999999996,N
EDAS-ConferenceEvent-EKAW-Conference_Banquet,Type1,0.8061,0,0.721,0.721,0.6667,0.8061,0.5962,0.7222,0.3303,0.6,0.6745,0,0,0,0.6875,0.0625,0.561,0.33,one,one,0.6666666666666667,N
EDAS-ConferenceChair-EKAW-Conference_Banquet,Type1,0.8061,0.1137,0.7097,0.7097,0.6111,0.8061,0.5962,0.6667,0.2609,0.6,0.6,0.1759,0,0.1623,0.6875,0.0,0.1759,-0.04,both,none,0.0,N
EDAS-Excursion-EKAW-Conference_Trip,Type1,0.5,0.1624,0.4086,0.4086,0.1333,0,0.1163,0.2667,0,0,0.3346,1,0,0.4564,0.0,0.0,1,0.2036,both,none,0.0,N
EDAS-MealEvent-EKAW-Event,Type1,0.8571,0.0575,0.5998,0.5998,0.5,0.8571,0.3929,0.5,0.6053,0.5455,0.7906,0,0.2263,0.0754,0.0,1.0,0.4653,-0.3404,one,both,0.4166666666666667,N
EDAS-PerformanceTopic-EKAW-Research_Topic,Type1,0.5831,0.2974,0.5831,0.5831,0.5294,0.4502,0.0408,0.5294,0.2021,0.2963,0.6,0,0,0,0.0,0.42857142857142855,0,-0.1683,one,none,0.0,N
EDAS-SecurityTopic-EKAW-Research_Topic,Type1,0.5831,0.2974,0.5831,0.5831,0.5,0.491,0.025,0.6429,0.2346,0.3333,0.625,0,0,0,0.0,0.42857142857142855,0,-0.1683,one,none,0.0,N
EDAS-AcademiaOrganization-EKAW-Organisation,Type1,0.8203,0.0596,0,0.4583,0.5238,0.8203,0.2623,0.5238,0,0.4828,0.6522,0,0,0,0.0,0.4166666666666667,0.219,-0.1875,one,one,0.5,N
EDAS-MicroelectronicsTopic-EKAW-Research_Topic,Type1,0.655,0.3585,0.655,0.655,0.5,0.4037,0.0469,0.5,0.2021,0.25,0.6708,0,0,0,0.0,0.42857142857142855,0,-0.2203,one,none,0.0,N
EDAS-Topic-EKAW-Research_Topic,Type1,0.7778,0.4921,0.5831,0.5831,0.3571,0.7778,0,0.3571,0.7663,0.4,0.7746,0,0,0,0.0,1.0,0,-0.1553,none,one,0.5,Y
EDAS-MultimediaTopic-EKAW-Research_Topic,Type1,0.5831,0.2604,0.5831,0.5831,0.375,0.4624,0,0.5,0.2021,0.3077,0.6,0,0,0,0.0,0.42857142857142855,0,-0.0934,one,none,0.0,N
EDAS-ReviewRating-EKAW-Neutral_Review,Type1,0.6768,-0.114,0.6768,0.6768,0.2857,0.5917,0.025,0.4286,0.3724,0.3478,0.6667,0,0,0,0.0,0.0,0.1709,0,one,one,0.5,N
EDAS-Presenter-EKAW-Presenter,Type1,1,0.7273,1,1,1,1,1,1,1,1,1,0.0961,0,0.032,1.0,1.0,0.1298,-0.1522,both,one,0.25,N
EDAS-ActivePaper-EKAW-Regular_Paper,Type1,0.6254,0.0018,0.6254,0.6254,0.4615,0.5453,0.027,0.5385,0.2014,0.381,0.6,1,0,0.588,0.0,0.5,0.5399,0,both,one,0.25,N
